x,y,construction_cost,xgrp,house_price
0.7947438782448053,0.8089562494912887,643.08,1,10731.02
-0.9681111744937194,-0.25424677058463585,905.73,1,6918.01
-1.240756428504071,-1.5660033038283823,930.39,1,5713.97
0.2633374151026979,-1.8628743261540133,1187.74,1,5781.77
2.008233652494285,0.2808168727411955,887.27,1,10512.81
0.7505967738689563,-1.6918374328041534,749.67,1,8079.46
1.4621658658015568,1.5757455999538514,883.2,0,7749.4
-0.15121064505648008,-0.933464333391445,1224.66,0,6609.27
2.0208176430606244,-0.7319801263604397,1161.56,1,6796.72
0.07753732608237218,2.084137278426251,1208.84,1,4806.06
-0.22570147051566058,-2.048560186226054,1138.37,0,6964.16
-0.07558812392444736,-1.1205531466112588,917.74,0,7170.06
-1.8133714941664791,-0.6581687271487191,719.93,1,6564.4
1.1810866446051866,0.08965841529582796,920.56,0,9247.28
-1.143787144392826,-0.0037674960932019275,984.76,1,7310.3
-1.1851635876687645,1.4087759690662867,1013.08,0,4763.94
-1.0813202433772873,-1.583911755634873,1020.5,1,4711.47
1.1284935211976421,-0.0581476802254679,1096.79,0,7459.99
1.9035972000558345,0.3647368771691335,1096.06,1,8090.49
1.5124307521608662,1.1517040614707428,1290.19,0,8007.79
-2.0191762198419427,-0.7553307855314211,782.59,1,5089.72
-2.148537210853621,0.11681189385998314,1042.92,1,3903.91
1.7144528136131214,1.2435992468261183,1120.27,0,5833.37
-1.8047768350453368,-0.14446263086325395,1018.32,1,4376.31
1.3594724876608404,1.3764589273378154,1187.94,0,6951.38
-0.6629493541857912,2.0572689923075504,998.19,1,5690.08
1.9101627677166562,1.0481755452575463,928.67,1,8230.33
-0.4923142702330008,1.0416433694839795,732.06,1,10005.24
0.8002117217752254,-0.6212309212262328,1605.77,1,5759.5
-1.0381048524437086,-0.49303100953625645,1265.32,0,5550.46
-1.9349318996199,0.734075768138033,1058.26,1,4781.01
0.7869713848386581,-0.6160365888697961,839.84,1,9623.28
-2.0510182311955423,0.09162432027260481,703.93,1,4987.53
0.7832625530122299,-0.2751702265257112,799.69,1,8494.31
0.550607930988281,1.049117095335355,1508.45,1,8101.36
-0.8730042943942384,0.2174313977595297,1026.42,1,7329.72
0.5176430427534955,1.9822659151942013,706.64,1,9016.48
-1.3270144773169767,-1.3797071450771718,1148.31,0,4888.77
-1.1771303291926656,1.6237620640174972,825.03,1,6556.18
0.8909006722946962,-0.09159449773483086,1106.1,1,7870.41
0.3413125607944476,0.8570833688872046,812.83,1,10500.2
1.0719798705809085,0.19588464298399266,976.95,1,8711.59
-0.3986739580567571,-0.8835755534771828,688.87,1,8827.74
-0.8020741416569082,-1.9654572026841777,1098.66,1,5011.08
-0.3292161861183458,-1.0730704546155474,883.19,1,7135.26
0.9104703450176928,-0.248169016494169,1115.88,0,7040.79
-2.0422541902805813,0.4825854878040845,1122.13,1,868.32
-1.2972153517366913,-1.74411954651987,764.08,0,7391.12
-1.457717424421416,1.3249732233203209,681.9,1,5255.13
0.862346110119319,-1.9805313640830935,1171.07,1,7049.29
1.9483906221701766,0.6090204588578194,712.29,1,9966.17
-1.8602508710656351,0.6398204890461798,1085.77,0,5528.65
1.6445189807619744,-1.3559118454376469,1053.57,1,5958.17
-0.8275709602564834,1.686356854297931,1028.12,1,3200.53
0.9330795220601367,1.6745277502544393,611.88,1,8067.61
-0.7641700989691247,-0.8938319972153208,1003.24,0,8531.61
-1.0355652056925773,1.9235216837710851,1140.47,1,5128.58
0.15776988477038634,1.0291226592621872,1081.0,1,6685.26
0.6907416036491072,-0.5780677345235024,911.44,1,7976.6
-1.2360104588560943,1.3214552097638235,1006.69,1,3156.94
-1.9143666178030112,0.26078083126313256,1050.39,1,5769.03
1.9820892344519772,-0.2949265583361149,1159.15,0,8505.56
1.8374035792897123,0.09332936740940578,1103.57,1,7734.12
-1.8719335249476332,-1.0088100935827515,1379.09,1,464.97
-1.7936433118080675,0.18248426218269032,1178.0,1,2987.83
1.2779312458466041,-1.4265539014437407,1211.77,1,4895.6
0.3981760947588424,1.7800756026118494,768.45,0,7410.66
0.8528513132490017,0.23531152783048226,854.94,1,10113.33
1.8160193840110184,-0.6077068338753433,713.94,1,10881.06
-1.6162429235803493,-1.1690301800738923,1060.93,0,3950.44
-1.4987618296864285,-1.2229827530580006,942.7,0,3103.03
-0.9699190627913978,0.15583117667201574,1167.94,1,7255.7
-2.089078073837535,-0.4454920159702853,874.2,1,4758.88
-0.9245330718190314,-0.7446211773605822,777.59,0,8678.15
0.20117918151413594,2.0408325892414805,1028.53,1,5918.87
